,Date,Index_Component_Count,Internal_Number,ISIN,SEDOL,Instrument_Name,Country,Currency,ICB,Mcap_Units_Index_Currency,InfoCode,shares_Cutoff,freeFloat_Cutoff,Free_Float,Capfactor,Free_Float_Market_Cutoff,Full_Market_Cap_Cutoff,FOR_FF,Source
51040,2023-12-18,1148,CN37EN,CNE000001048,BFY8HH0,SICHUAN HEXIE SHUANGMA 'A' (CCS),CN,CNY,50101030.0,113038547.0,311475.0,763440333.0,0.3093,0.3093,0.1939864,100881394.7270457,1681356760.3706248,0.05999999352,MID Cap Index
50978,2023-12-18,1148,CN2QWN,CNE000000FM0,BD5CLS6,DIGITAL CHINA INFORMATION SERVICE GROUP 'A' (CCS),CN,CNY,10101010.0,97316950.0,310175.0,983653713.0,0.5535,0.5548,0.1081471,100322775.78321184,1672045954.2823782,0.06000001107999999,MID Cap Index
50980,2023-12-18,1148,CN2T60,CNE000000KT5,BD5CMG1,Financial St 'A' (CCS),CN,CNY,35101010.0,94797293.0,310114.0,2988929907.0,0.6886,0.4307,0.1393081,100187115.73958012,1669785299.3399096,0.05999999867,MID Cap Index
51100,2023-12-18,1148,CN2P7X,CNE1000036B2,BF0XD15,YANGTZE OPT. FIBRE&CABLE. 'A' (CCS),CN,CNY,15101010.0,81265640.0,310426.0,406338314.0,0.2622,0.2622,0.2,87426099.57755384,1667164370.281347,0.05244,MID Cap Index
50788,2023-12-18,1148,CN86LY,US47759T1007,B64H9N4,JINKOSOLAR HOLDING ADR,CN,USD,60102020.0,1196653730.0,231337.0,50653725.0,0.7052,0.7052,1.0,1158075042.7254,1642193764.4999998,0.7052,MID Cap Index
51024,2023-12-18,1148,CN2WUR,CNE100001765,BQ3RWX6,HENAN MINGTAI AL INDL. 'A' (CCS),CN,CNY,55102035.0,108547920.0,355409.0,969818429.0,0.8471,0.8757,0.0685166,98339931.98842801,1638999231.970629,0.05999998662,MID Cap Index
51406,2023-12-18,1148,HK90HR,KYG2163M1033,BF13433,CHINA EDUCATION GROUP HOLDINGS,CN,HKD,40201010.0,613770198.0,302907.0,2551426543.0,0.3948,0.3948,1.0,646605868.2377789,1637806150.5516183,0.3948,MID Cap Index
51000,2023-12-18,1148,CN2ZBB,CNE0000003F5,BD5M1R5,GUOCHENG MINING 'A' (CCS),CN,CNY,55102050.0,92432892.0,310538.0,1117647919.0,0.2472,0.2982,0.2,97492722.4668248,1634686828.7529306,0.059640000000000006,MID Cap Index
50974,2023-12-18,1148,CN391C,CNE000001618,BP91NM1,CNSIG INNER MON. CHE. IND. 'A' (CCS),CN,CNY,55201000.0,95739750.0,349012.0,1472610913.0,0.5452,0.5451,0.1100715,97977872.14251173,1632965225.6363366,0.05999997465,MID Cap Index
51086,2023-12-18,1148,CN2ZFF,CNE100001V11,BYV1VJ5,BEIJING GEOENVIRON E&T. 'A' (CCS),CN,CNY,65103035.0,85748721.0,310336.0,1525518882.0,0.8273,0.8286,0.0724113,97900669.73150404,1631677742.3794804,0.06000000318,MID Cap Index
51041,2023-12-18,1148,CN2UE9,CNE000001PF1,BD5CJN7,ZHEJ.WANFENG AUTO WHEEL 'A' (CCS),CN,CNY,40101025.0,88280872.0,311104.0,2141567428.0,0.5714,0.6593,0.0910056,97756144.13404822,1629269283.964349,0.05999999208,MID Cap Index
51400,2023-12-18,1148,PH227,KYG2113L1068,B41XC98,CHINA RESOURCES BUILDING MATERIALS TECHNOLOGY HDG,CN,HKD,50101030.0,466437461.0,215034.0,6982937817.0,0.3137,0.3137,1.0,510817519.6103064,1628363148.263648,0.3137,MID Cap Index
50995,2023-12-18,1148,CN35U1,CNE100003LB4,BK4XS44,JIANGSU GUOMAO REDUCER 'A' (CCS),CN,CNY,50204000.0,90533504.0,322493.0,662242560.0,0.332,0.332,0.1807229,97604139.69095606,1626735585.601607,0.0600000028,MID Cap Index
51399,2023-12-18,1148,HK40IN,KYG6501M1050,BBPD5F0,NEXTEER AUTOMOTIVE GROUP,CN,HKD,40101025.0,520193417.0,268838.0,2509824293.0,0.3505,0.3505,1.0,569199384.2392058,1623964006.3886044,0.3505,MID Cap Index
50999,2023-12-18,1148,CN2IM5,CNE000001F39,BP3RB98,Tang Sanyou 'A' (CCS),CN,CNY,55201000.0,92218201.0,309782.0,2064349448.0,0.5545,0.5545,0.1082056,97186992.29977769,1619783064.6150959,0.0600000052,MID Cap Index
50990,2023-12-18,1148,CN2ONC,CNE1000015C4,BD6QVY3,ANHUI JINHE INDL.'A' (CCS),CN,CNY,55201000.0,94464545.0,311037.0,560928666.0,0.5534,0.5605,0.1070473,97127880.24108689,1618797689.7015634,0.06000001165,MID Cap Index
51075,2023-12-18,1148,CN35Y5,CNE100003N68,BK717G0,BEIDA JD.BIRD 'A' (CCS),CN,CNY,50202020.0,85003845.0,332746.0,736819991.0,0.4963,0.4969,0.1207486,96681145.00436069,1611352971.5818849,0.05999997934,MID Cap Index
51496,2023-12-18,1148,CN0OI5,CNE1000004J3,6321954,TRAVELSKY TECHNOLOGY 'H',CN,HKD,10101010.0,1595754585.0,646.0,932562000.0,1.0,1.0,1.0,1610680161.7410147,1610680161.7410147,1.0,MID Cap Index
51084,2023-12-18,1148,CN4C6L,CNE1000043M5,BNRLFQ7,WUXI PAIKE N. MTRLS TECH. 'A' (CCS),CN,CNY,55102015.0,87197975.0,359991.0,121170892.0,0.4659,0.4659,0.128783,96457299.02095376,1607621658.3873374,0.0599999997,MID Cap Index
51081,2023-12-18,1148,CN2EYD,CNE000000XB6,BP3RDB4,Sh Belling 'A' (CCS),CN,CNY,10102010.0,86650661.0,309576.0,711810799.0,0.7497,0.7497,0.080032,95797540.44777013,1596625929.5896506,0.05999999040000001,MID Cap Index
51060,2023-12-18,1148,CN36KS,CNE0000018Q0,BMQ8T71,INMYSHOW DIGITAL TECH. 'A' (CCS),CN,CNY,40301020.0,37872113.0,332757.0,1807747642.0,0.6111,0.6111,0.0379661,36853796.934856564,1588451530.7779372,0.02320108371,MID Cap Index
50994,2023-12-18,1148,CN2J5P,CNE000001G04,BP3RHJ0,Fangda Steel 'A' (CCS),CN,CNY,55102010.0,90405207.0,311587.0,2331060223.0,0.5627,0.5627,0.1066288,95215685.77855758,1586927414.9884565,0.06000002575999999,MID Cap Index
50996,2023-12-18,1148,CN2YFE,CNE0000016D2,BFB4HB5,TIBET SUMMIT RESOURCES 'A' (CCS),CN,CNY,55102050.0,90523468.0,310831.0,914210168.0,0.8022,0.8394,0.0714796,94241105.95417844,1570685721.2278528,0.05999997624000001,MID Cap Index
51042,2023-12-18,1148,CN2IUD,CNE100001757,BP3RDR0,BEIJING JINGYUNTONG TECH.'A' (CCS),CN,CNY,10102020.0,87957396.0,310966.0,2414602861.0,0.5403,0.5403,0.1110494,94154204.0699326,1569236974.5921335,0.05999999082,MID Cap Index
51083,2023-12-18,1148,CN2SNG,CNE100000WV5,BD5CJH1,PENGDU AGRI. & ANIMAL HUSB.'A' (CCS),CN,CNY,45102010.0,86872752.0,311537.0,6374261088.0,0.5283,0.6224,0.096401,93946553.07676627,1565776343.9071655,0.0599999824,MID Cap Index
51077,2023-12-18,1148,CN2TTN,CNE100000J59,BD5CCP0,ZHEJIANG YONGTAI TECH. 'A' (CCS),CN,CNY,55201020.0,85174810.0,311554.0,913760795.0,0.7202,0.7202,0.0833102,93656133.32551847,1560935398.2911446,0.06000000604,MID Cap Index
51461,2023-12-18,1148,CN8CK3,KYG982771092,B2RJYH8,XTEP INTERNATIONAL HDG.,CN,HKD,40204025.0,787500027.0,152184.0,2636716923.0,0.5335,0.5343,1.0,823104973.7990397,1540529615.9443004,0.5343,MID Cap Index
51003,2023-12-18,1148,CN37MV,CNE100003K38,BHZM366,BANK OF QINGDAO 'A' (CCS),CN,CNY,30101010.0,91425717.0,318663.0,3528409250.0,0.5295,0.5295,0.1133144,92417079.37486942,1540285303.1676512,0.059999974799999994,MID Cap Index
51418,2023-12-18,1148,KY11J3,KYG1193D1097,BKY5R76,Blue Moon Group Holdings Ltd,CN,HKD,45201030.0,363545351.0,332958.0,5862881906.0,0.2417,0.2417,1.0,372205992.07037985,1539950318.867935,0.2417,MID Cap Index
51089,2023-12-18,1148,CN376F,CNE1000031J6,BQ3RX33,WENCAN GROUP 'A' (CCS),CN,CNY,40101025.0,82435805.0,355420.0,263550675.0,0.431,0.5456,0.1099707,92113951.12910253,1535232162.6445138,0.06000001392,MID Cap Index
51072,2023-12-18,1148,CN2IVE,CNE000001907,BP3RF85,Xinan Chemical 'A' (CCS),CN,CNY,55201015.0,83858455.0,309531.0,1145746540.0,0.7144,0.7144,0.0839866,91959104.13879587,1532651044.9318602,0.06000002704,MID Cap Index
51074,2023-12-18,1148,CN2YZY,CNE1000018X4,BD5LX09,XIAMEN KINGDOMWAY GP.'A' (CCS),CN,CNY,45102020.0,84460193.0,311631.0,609934771.0,0.4572,0.4597,0.1305199,91846788.06555974,1530779851.3532677,0.059999998029999994,MID Cap Index
51076,2023-12-18,1148,CN33CH,CNE000001QF9,BD6QV87,SANSTEEL MINGUANG 'A' (CCS),CN,CNY,55102010.0,85179375.0,310958.0,2451576238.0,0.4345,0.4345,0.1380898,91260088.29451442,1521001012.7399344,0.060000018100000004,MID Cap Index
51471,2023-12-18,1148,PH047,HK0817039453,B23TGR6,CHINA JINMAO HOLDINGS GROUP,CN,HKD,35101010.0,824555479.0,138623.0,13314992912.0,0.636,0.6349,1.0,964002090.910511,1518352639.6448433,0.6349,MID Cap Index
50993,2023-12-18,1148,CN2TXR,CNE0000002R2,BD5CD46,Csg Holding 'A' (CCS),CN,CNY,50203020.0,90420841.0,310036.0,1961323047.0,0.6688,0.7622,0.0787195,91015180.02848794,1516919593.8236854,0.060000002899999995,MID Cap Index
51063,2023-12-18,1148,CN2HGY,CNE100000BT3,BD5LV83,JIANGSU AZURE 'A' (CCS),CN,CNY,50203000.0,45837107.0,310846.0,1152046537.0,0.8113,0.8113,0.0423446,50775891.79859712,1478012302.9055324,0.034354173980000006,MID Cap Index
51005,2023-12-18,1148,CN2HI0,CNE000001PZ9,BD5LWR9,XINJIANG TECON ANM BIO-TECH A (CCS),CN,CNY,45102010.0,100543236.0,310585.0,1354788857.0,0.7363,0.7319,0.0819784,88655493.2256877,1477591776.3852892,0.059999990960000006,MID Cap Index
51465,2023-12-18,1148,KY119T,KYG5141L1059,BLBFH65,Jiumaojiu International Holdin,CN,HKD,40501040.0,722599962.0,321995.0,1454511700.0,0.6267,0.6267,1.0,923836463.737571,1474128711.8837895,0.6267,MID Cap Index
51098,2023-12-18,1148,CN2HBT,CNE0000009C9,BD5LRK7,HUBEI YIHUA CHM.IND.'A' (CCS),CN,CNY,55201000.0,79562305.0,310135.0,1057866712.0,0.8551,0.8031,0.0747105,87845792.61248465,1464096481.3173103,0.06000000255,MID Cap Index
51097,2023-12-18,1148,CN2L1N,CNE000000TB4,BP3RFK7,NUODE NEW MATERIALS 'A' (CCS),CN,CNY,50202010.0,79193472.0,310295.0,1746472532.0,0.7033,0.7033,0.0853121,87811050.18429089,1463517504.7789516,0.059999999930000006,MID Cap Index
51088,2023-12-18,1148,CN2USN,CNE000001P86,BD5CN91,Gold Mantis 'A' (CCS),CN,CNY,50101035.0,83546468.0,311056.0,2655323689.0,0.515,0.515,0.1165049,87663092.66540438,1461050972.1784422,0.0600000235,MID Cap Index
51095,2023-12-18,1148,CN2TVP,CNE100000BQ9,BD5CCS3,Joyoung 'A' (CCS),CN,CNY,40202020.0,83304822.0,311290.0,767017000.0,0.3293,0.3293,0.1822047,87465501.54050504,1457758171.6864922,0.06000000771,MID Cap Index
51087,2023-12-18,1148,CN31MP,CNE1000013N6,BHQPRM8,JIANGSU SHUANGXING A (CCS),CN,CNY,50203015.0,75237789.0,318385.0,1156278085.0,0.6341,0.6329,0.0948017,86864075.22301057,1447734685.2548456,0.05999999593,MID Cap Index
51101,2023-12-18,1148,CN31Z2,CNE1000006X9,BD5LSK4,ANHUI TRUCHUM ADMA. & TECH.'A' (CCS),CN,CNY,55102040.0,81621187.0,310823.0,1334533577.0,0.6765,0.7081,0.0847338,86655671.4111825,1444261099.1979258,0.06000000377999999,MID Cap Index
51103,2023-12-18,1148,CN30QS,CNE100000C98,BFY8GD9,LIER CHEMICAL 'A' (CCS),CN,CNY,55201015.0,78180522.0,310461.0,800437228.0,0.5897,0.5897,0.1017467,86422852.2230311,1440380174.440164,0.060000028989999996,MID Cap Index
51078,2023-12-18,1148,CN3204,CNE0000013G2,BD5LT56,CHENGZHI 'A' (CCS),CN,CNY,55201000.0,83730586.0,311093.0,1215237535.0,0.4663,0.534,0.1123596,86278387.90309048,1437972499.010275,0.0600000264,MID Cap Index
51062,2023-12-18,1148,CN367F,CNE100003PQ3,BL591D8,BAFANG ELECTRIC (SUZHOU) 'A' (CCS),CN,CNY,40101025.0,61238266.0,326891.0,168118637.0,0.2705,0.2705,0.2,77684708.1728407,1435946546.6329148,0.05410000000000001,MID Cap Index
51398,2023-12-18,1148,CN92IS,VGG9833A1049,BGSN864,XINYI ENERGY HOLDINGS,CN,HKD,65101010.0,503839132.0,317058.0,8184440280.0,0.3641,0.3604,1.0,513989654.1226989,1426164412.1051579,0.3604,MID Cap Index
51079,2023-12-18,1148,CN2F4K,CNE100001M04,BP3RJD8,CTS INTL.LOGISTICS 'A' (CCS),CN,CNY,50206040.0,85444959.0,311496.0,1309462971.0,0.5421,0.5454,0.110011,84586618.28924009,1409776985.5851047,0.0599999994,MID Cap Index
51057,2023-12-18,1148,CN392D,CNE100001ZW4,BP91NN2,SHINGHWA ADVANCED MATERIAL GROUP A (CCS),CN,CNY,55201000.0,72790711.0,349013.0,202680000.0,0.6327,0.6328,0.0948167,84323957.6917628,1405399113.0977614,0.06000000776000001,MID Cap Index
51096,2023-12-18,1148,CN2F3J,CNE000001C57,BP3RHQ7,Jinjing 'A' (CCS),CN,CNY,50203020.0,77888974.0,310921.0,1428770000.0,0.6797,0.6797,0.0882742,84231251.53665408,1403854806.698022,0.05999997374,MID Cap Index
51099,2023-12-18,1148,CN2E7M,CNE000000438,BP3R4L1,SHANGHAI WAIGAOQIAO 'A' (CCS),CN,CNY,35101010.0,80843821.0,309942.0,934791624.0,0.3559,0.3559,0.1685867,83608889.92016815,1393481347.0122492,0.060000006530000004,MID Cap Index
51093,2023-12-18,1148,CN2FT9,CNE1000016H1,BD5LXM1,ZHEJIANG AKCOME NEW ENERGY TECHNOLOGY 'A' (CCS),CN,CNY,60102020.0,76501071.0,311466.0,4479532523.0,1.0,1.0,0.06,82620893.9869778,1377014899.7829635,0.06,MID Cap Index
51091,2023-12-18,1148,CN2IK3,CNE1000013D7,BP3R9W7,CAMEL GROUP 'A' (CCS),CN,CNY,40101025.0,76191769.0,310013.0,1173146118.0,0.6345,0.6345,0.0945626,81906713.46149394,1365112580.4067523,0.059999969699999996,MID Cap Index
51414,2023-12-18,1148,KY11DX,KYG0405D1051,BKP5JH9,ANGELALIGN TECHNOLOGY,CN,HKD,20102015.0,266876790.0,340929.0,169741384.0,0.2262,0.2233,1.0,303527595.78105575,1359281664.9397929,0.2233,MID Cap Index
51494,2023-12-18,1148,CN8FF1,KYG2116J1085,BH7HM06,CHINA CONCH VET.HOLDINGS,CN,HKD,65103035.0,1264791739.0,270191.0,1812985059.0,0.8393,0.8393,1.0,1136636781.0145464,1354267581.3350964,0.8393,MID Cap Index
51082,2023-12-18,1148,CN2QRI,CNE000000073,BD5CKX4,JINKE PROPERTY GROUP 'A' (CCS),CN,CNY,35101010.0,86698989.0,311158.0,5339715816.0,0.9122,0.9122,0.065775,80947493.29801226,1349125900.1446292,0.059999955,MID Cap Index
51065,2023-12-18,1148,CN35HO,CNE100004FX8,BP91N32,GUANGDONG SHUNKONG DEV. 'A' (CCS),CN,CNY,65102030.0,54682171.0,348972.0,617518730.0,0.2094,0.2094,0.2,56484362.42951756,1348719255.719139,0.04188,MID Cap Index
51056,2023-12-18,1148,CN346C,CNE1000036C0,BFYX656,MILKYWAY CHEM. SUPPLY CHAIN'A' (CCS),CN,CNY,50206060.0,69680293.0,319422.0,164384094.0,0.6139,0.6138,0.0977517,80781829.83656885,1346363977.3631544,0.05999999346,MID Cap Index
51243,2023-12-18,1148,CN38R1,CNE100000YT5,BNR4M21,XIZI CLEAN ENERGY EQUIPMENT'A' (CCS),CN,CNY,50202010.0,19812839.0,340857.0,739202803.0,0.2551,0.2551,0.0636121,21821300.43813157,1344715581.452775,0.01622744671,MID Cap Index
51409,2023-12-18,1148,HK60RY,KYG410121084,BD20C13,GREENTOWN SER GRP,CN,HKD,35101015.0,523062412.0,291284.0,3232379627.0,0.4621,0.4621,1.0,606679463.659063,1312874840.2057195,0.4621,MID Cap Index
51402,2023-12-18,1148,CN8EXI,KYG7956A1094,BMWYQP0,SEAZEN GROUP,CN,HKD,35101010.0,438707562.0,264494.0,7065741521.0,0.3667,0.3667,1.0,481369268.6499405,1312705941.2324529,0.3667,MID Cap Index
51068,2023-12-18,1148,CN3CBP,CNE100005HS1,BN6N6R2,HOLLY FUTURES 'A' (CCS),CN,CNY,30202015.0,47122262.0,357131.0,758077778.0,0.1678,0.1678,0.2,43709814.82698606,1302437867.311861,0.03356,MID Cap Index
51469,2023-12-18,1148,CN92FP,KYG5140J1013,BJ9JY53,JINXIN FERTILITY GROUP,CN,HKD,20101010.0,896284165.0,317651.0,2720913796.0,0.7735,0.7735,1.0,1000439229.1310786,1293392668.5598948,0.7735,MID Cap Index
51421,2023-12-18,1148,680206,HK0604011236,6535261,SHENZHEN INVESTMENT,CN,HKD,35101010.0,323697384.0,44485.0,8898793115.0,0.2578,0.2578,1.0,329210553.08471686,1276999818.016745,0.2578,MID Cap Index
51050,2023-12-18,1148,CN2KJ4,CNE000001782,BP3R938,Capital Dev 'A' (CCS),CN,CNY,35101010.0,70095115.0,309625.0,2579565242.0,0.4735,0.4735,0.1267159,76471939.74064928,1274532782.53207,0.059999978649999994,MID Cap Index
51102,2023-12-18,1148,CN2V40,CNE100000080,BD5LSJ3,NANJI E-COMMERCE A (CCS),CN,CNY,10101020.0,82196019.0,311429.0,2454870403.0,0.7506,0.7506,0.0799361,73809137.82831387,1230151545.5159702,0.06000003666,MID Cap Index
51051,2023-12-18,1148,CN2P8Y,CNE000001P11,BD5CN35,JIANGSU SHAGANG 'A' (CCS),CN,CNY,55102010.0,70133333.0,313436.0,2206771772.0,0.7336,0.732,0.0819672,73783786.3837357,1229729969.8190567,0.0599999904,MID Cap Index
51047,2023-12-18,1148,CN2U61,CNE1000008B1,BD5CH55,SHENZHEN JINJIA GP.'A' (CCS),CN,CNY,50203030.0,68880630.0,311163.0,1470887550.0,0.6852,0.6833,0.0878092,73335532.61520042,1222258339.9411762,0.06000002636000001,MID Cap Index
51052,2023-12-18,1148,CN366E,CNE100003Q57,BL6CND0,GRG METROLOGY & TEST GROUP 'A' (CCS),CN,CNY,40201070.0,71040067.0,332780.0,575225846.0,0.4876,0.4876,0.1230517,72377259.43369806,1206287477.8935628,0.06000000892,MID Cap Index
51464,2023-12-18,1148,CN93KV,CNE100000353,6391935,HISENSE HOME APPLIANCES GROUP 'H',CN,HKD,40202020.0,672788865.0,43932.0,459589808.0,0.6785,0.6785,1.0,783900509.462453,1155343418.5150375,0.6785,MID Cap Index
51045,2023-12-18,1148,CN2H1J,CNE1000005Y9,BD5CMZ0,RiseSun Real Est 'A' (CCS),CN,CNY,35101010.0,67673150.0,310996.0,4348163851.0,0.5637,0.5679,0.1056524,69211899.98593897,1153531705.6523943,0.059999997959999996,MID Cap Index
51049,2023-12-18,1148,CN34U0,CNE0000004Q0,BL61WF2,GANSU SHANGFENG CMT.'A' (CCS),CN,CNY,50101030.0,64345291.0,321662.0,969395450.0,0.4404,0.4396,0.1364877,68579338.66695161,1142989112.6552422,0.059999992919999995,MID Cap Index
51411,2023-12-18,1148,CN57U5,CNE100001ZT0,BYMW733,LEGEND HOLDINGS 'H',CN,HKD,10102030.0,565634924.0,283895.0,1271853990.0,0.4953,0.4953,1.0,543203239.843526,1096715606.3870907,0.4953,MID Cap Index
51064,2023-12-18,1148,CN36Y6,CNE100005568,BP91NK9,JIANGSU BOQIAN NEW MATLS. 'A' (CCS),CN,CNY,55201000.0,47691406.0,349008.0,261600000.0,0.5267,0.5267,0.0918038,52572902.43745397,1087271433.2875247,0.04835306146,MID Cap Index
51457,2023-12-18,1148,CN1AU4,CNE1000003J5,6005504,JIANGSU EXPRESSWAY H,CN,HKD,50206060.0,1092538021.0,45118.0,1222000000.0,1.0,1.0,1.0,1080343838.12394,1080343838.12394,1.0,MID Cap Index
51416,2023-12-18,1148,CN534B,BMG202981087,BQWJ9K9,CGN NEW ENERGY HOLDINGS,CN,HKD,65101015.0,289358364.0,278437.0,4290824000.0,0.2767,0.2767,1.0,285989054.6036841,1033570851.4769936,0.2767,MID Cap Index
51451,2023-12-18,1148,CN1IDV,CNE100000X44,B4Q1Y57,CHONGQING RUR.COML.BK. 'H',CN,HKD,30101010.0,957501862.0,244425.0,2513336041.0,1.0,1.0,1.0,924217437.7278532,924217437.7278532,1.0,MID Cap Index
51405,2023-12-18,1148,608071,CNE1000002Z3,6080716,DATANG INTL.PWR.GNRTN. 'H',CN,HKD,65101015.0,429066207.0,44532.0,6110621398.0,0.4639,0.4639,1.0,424949490.9881962,916036841.9663639,0.4639,MID Cap Index
50790,2023-12-18,1148,CN1SF7,US23344D1081,BMH5F39,DADA NEXUS 1 ADS,CN,USD,10101020.0,793408694.0,326483.0,256234032.0,1.0,1.0,1.0,866071028.16,866071028.16,1.0,MID Cap Index
50775,2023-12-18,1148,CN24GL,CNE000000J85,6460200,INNER MONGOLIA EERDUOSI 'B',CN,USD,40204020.0,394365732.0,41685.0,823200000.0,0.5704,0.5577,1.0,405384099.12,726885600.0,0.5577,MID Cap Index
51462,2023-12-18,1148,HK00LM,CNE1000004F1,6579010,SINOTRANS 'H',CN,HKD,50206060.0,787700557.0,11174.0,2038300000.0,0.9474,0.9474,1.0,668046897.7973324,705137109.7713029,0.9474,MID Cap Index
50789,2023-12-18,1148,CN24OT,CNE0000004K3,6196077,LAO FENG XIANG 'B',CN,USD,40204030.0,681062891.0,26374.0,206008134.0,1.0,1.0,1.0,700221647.466,700221647.466,1.0,MID Cap Index
51408,2023-12-18,1148,CN12Y0,CNE100000TW9,B3ZXLP6,CHINA SUNTIEN GRN.EN.'H',CN,HKD,65102020.0,625116949.0,242719.0,1839004396.0,1.0,1.0,1.0,607916842.6852759,607916842.6852759,1.0,MID Cap Index
51420,2023-12-18,1148,CN427C,CNE100005KF2,BQ0QV84,AIM VACCINE H 'H',CN,HKD,20103015.0,309921443.0,358245.0,492173711.0,0.5636,0.6734,1.0,355858419.7089474,528450281.71806866,0.6734,MID Cap Index
51401,2023-12-18,1148,HK009A,CNE1000004C8,6797458,SINOPEC SHAI.PETROCHEM. 'H',CN,HKD,60101020.0,464090125.0,26852.0,3470472000.0,0.9392,0.9392,1.0,459389449.1432116,489128459.47956944,0.9392,MID Cap Index
50773,2023-12-18,1148,CN24IN,CNE000000SJ9,6018256,SHAI.ZHENHUA HEAVY IND. 'B',CN,USD,50204020.0,196657848.0,45466.0,1946355840.0,0.529,0.529,1.0,204894825.63264003,387324812.16,0.529,MID Cap Index
50776,2023-12-18,1148,CN24EJ,CNE000000HH6,6798666,SHAI.LJZ.FN&T.ZONE DEV. 'B',CN,USD,35101010.0,348933312.0,2346.0,1100736000.0,1.0,1.0,1.0,374250240.0,374250240.0,1.0,MID Cap Index
51419,2023-12-18,1148,B018L7,CNE100000536,B018L76,COSCO SHIPPING DEVELOPMENT 'H',CN,HKD,50206030.0,377223033.0,18904.0,3676000000.0,1.0,1.0,1.0,362666908.689316,362666908.689316,1.0,MID Cap Index
51423,2023-12-18,1148,CN24CH,CNE0000002M3,6196174,CSG HOLDING 'B',CN,HKD,50203020.0,352907049.0,25967.0,1109369060.0,1.0,1.0,1.0,351086964.77567995,351086964.77567995,1.0,MID Cap Index
51415,2023-12-18,1148,CN249E,CNE000000T59,6043645,YANTAI CHANGYU PION.WINE 'B',CN,HKD,45101015.0,250461953.0,45615.0,232003200.0,1.0,1.0,1.0,260102023.41363236,260102023.41363236,1.0,MID Cap Index
51394,2023-12-18,1148,CN24MR,CNE000000HW5,6393210,GUANGDONG ELEC.PWR.DEV. 'B',CN,HKD,65101015.0,224285662.0,2886.0,798408000.0,1.0,1.0,1.0,225055309.52341008,225055309.52341008,1.0,MID Cap Index
51395,2023-12-18,1148,CN0P0O,CNE100000F20,B3NFC51,BBMG 'H',CN,HKD,50101030.0,218998902.0,213824.0,2338764870.0,1.0,1.0,1.0,221748139.17937756,221748139.17937756,1.0,MID Cap Index
51397,2023-12-18,1148,CN299J,CNE100004BP3,BNK9Q76,JOINN LAB. 'H',CN,HKD,20103010.0,181028406.0,336021.0,118995206.0,1.0,1.0,1.0,205523297.80377644,205523297.80377644,1.0,MID Cap Index
51396,2023-12-18,1148,CN24RW,CNE000000J36,6944953,WEIFU HIGH TECH.GP.'B',CN,HKD,40101025.0,161405569.0,27373.0,172380000.0,0.84,0.84,1.0,165304839.80334082,196791475.95635813,0.84,MID Cap Index
51426,2023-12-18,1148,CN6319,CNE0000007C3,6803441,CHINA MERCHANTS PORT GR.'B',CN,HKD,50206060.0,122241450.0,26808.0,179889040.0,0.6925,0.6925,1.0,119070728.82326613,171943290.7195179,0.6925,MID Cap Index
50777,2023-12-18,1148,CN257D,CNE0000004L1,6800817,SHANGHAI HUAYI GROUP 'B',CN,USD,40101015.0,94809000.0,27491.0,243100000.0,1.0,1.0,1.0,98455500.0,98455500.0,1.0,MID Cap Index
50778,2023-12-18,1148,CN24TY,CNE000000FG2,6802835,SHANGHAI BAILIAN GROUP 'B',CN,USD,45201010.0,92375153.0,31709.0,179718197.0,1.0,1.0,1.0,95250644.41000001,95250644.41000001,1.0,MID Cap Index
50780,2023-12-18,1148,CN267E,CNE000000GW7,6798763,SHANGHAI LINGANG HOLDINGS 'B',CN,USD,35101010.0,76116241.0,31831.0,128574731.0,1.0,1.0,1.0,78430585.91,78430585.91,1.0,MID Cap Index
51424,2023-12-18,1148,CN258E,CNE000000RN3,6008291,BENGANG STL.PLATES 'B',CN,HKD,55102010.0,68969417.0,45211.0,400000000.0,1.0,0.94,1.0,70336767.16436799,74826348.0472,0.94,MID Cap Index
50779,2023-12-18,1148,CN25EK,CNE000000K58,6419172,HUADIAN ENERGY 'B',CN,USD,65101015.0,54000000.0,41923.0,432000002.0,1.0,1.0,1.0,56592000.262,56592000.262,1.0,MID Cap Index
51425,2023-12-18,1148,CN26KR,CNE000000Q52,6442156,ADAMA 'B',CN,HKD,55201015.0,44278536.0,44946.0,152739805.0,1.0,1.0,1.0,46772634.80295134,46772634.80295134,1.0,MID Cap Index
51712,2023-12-18,1148,IN713G,INE702C01027,BNDTGN9,APL APOLLO TUBES,IN,INR,55102010.0,3527406629.0,252593.0,277330814.0,0.6562,0.6568,1.0,3621550030.4021072,5513931227.774219,0.6568,MID Cap Index
51662,2023-12-18,1148,IN0AET,INE813H01021,B1JLL30,Torrent Pow,IN,INR,65101015.0,1987976483.0,33562.0,480616784.0,0.3669,0.3669,1.0,1992656504.3829522,5431061609.111344,0.3669,MID Cap Index
51726,2023-12-18,1148,IN2119,INE699H01024,BL6LPH5,ADANI WILMAR,IN,INR,45102020.0,691703057.0,352085.0,1299678605.0,0.1206,0.1206,1.0,653856419.2702281,5421695018.824446,0.1206,MID Cap Index
51652,2023-12-18,1148,IN06ZA,INE356A01018,6151593,Mphasis,IN,INR,10101010.0,2701757212.0,45073.0,188555180.0,0.4428,0.4444,1.0,2356005763.773585,5301543122.802846,0.4444,MID Cap Index
